X,Y,m,M,q,x,y,k,r,d
370.4142,-121.7742,-9.173,-9.079,0.644,348.4246,5.7235,1,351.6169757,50.7325111
1157.561,-69.5457,-10.008,-9.94,0.051,1151.9199,5.6173,1,351.6320978,50.7273021
1257.5351,-62.964,-9.595,-9.53,0.691,1252.9993,5.7159,1,351.6340186,50.7266411
1665.5728,-36.7062,-7.764,-7.71,0.182,1663.4344,5.8235,1,351.6418635,50.7239502
1914.7026,-20.9464,-8.415,-8.368,0.611,1912.4941,5.8555,1,351.6466552,50.7223105
2340.0185,5.9778,-10.618,-10.582,0.043,2335.2373,6.2531,1,351.6548348,50.7195104
2633.194,23.5265,-7.972,-7.942,0.238,2624.9253,5.7798,1,351.6604817,50.7175926
3904.9484,101.2618,-8.272,-8.268,0.144,3867.5486,7.2342,1,351.6849573,50.70925
4014.074,107.659,-8.238,-8.236,0.228,3973.219,7.2443,1,351.6870596,50.7085374
4089.5229,111.8134,-8.399,-8.398,0.221,4046.1958,7.0042,1,351.6885155,50.708048
1807.0544,-25.3143,-8.641,-8.591,0.098,1805.0244,8.2115,1,351.6445624,50.7229884
2830.5921,37.8071,-9.084,-9.058,0.082,2819.269,7.9444,1,351.6642611,50.7162702
3149.7715,57.4597,-8.104,-8.085,0.172,3132.3203,8.2577,1,351.670403,50.7141749
3223.6848,61.0613,-8.144,-8.127,0.159,3204.605,7.4439,1,351.6718339,50.7137016
3796.9002,96.0672,-7.68,-7.674,0.276,3762.8022,8.3508,1,351.6828653,50.7099413
503.8843,-109.5582,-9.205,-9.115,0.544,485.6735,8.8648,1,351.6195094,50.7315858
1371.6863,-51.8831,-6.23,-6.168,0.62,1368.1541,9.3579,1,351.6361792,50.7258415
2017.7214,-11.5373,-7.638,-7.594,0.513,2015.1792,8.7261,1,351.6486101,50.7215961
3252.6243,64.6825,-8.87,-8.853,0.54,3232.9077,9.2699,1,351.6723739,50.7134885
3651.7118,87.9546,-6.604,-6.595,0.536,3621.813,8.7893,1,351.6800645,50.7108844
1312.7624,-55.1522,-6.365,-6.301,0.619,1308.7501,9.8767,1,351.6350416,50.7262235
1989.8743,-12.0992,-8.937,-8.892,0.074,1987.4492,9.8815,1,351.6480636,50.7217643
2687.3074,31.1273,-7.176,-7.148,0.662,2678.2825,9.948,1,351.6614841,50.7171838
2959.3389,47.7053,-6.541,-6.518,0.465,2945.729,9.962,1,351.6667206,50.7154004
2974.1586,48.0009,-10.123,-10.101,0.499,2960.2651,9.3766,1,351.6670114,50.7153108
2183.9503,0.8591,-4.025,-3.985,-1.759,2180.4884,10.6958,1,351.6517899,50.7204782
2784.7793,38.4653,-7.334,-7.308,0.269,2774.2385,11.2943,1,351.6633476,50.7165273
3992.9361,110.069,-7.868,-7.865,0.645,3952.8018,10.7645,1,351.686619,50.7086297
1134.4685,-64.0602,-7.832,-7.763,0.484,1128.5524,12.4751,1,351.63159,50.7273669
1229.9994,-58.5382,-10.8,-10.734,0.273,1225.1859,11.8037,1,351.6334326,50.7267449
2015.5457,-8.7676,-7.67,-7.625,0.327,2013.0254,11.5613,1,351.6485417,50.7215739
2395.0134,15.8032,-6.387,-6.351,0.668,2389.7107,12.5104,1,351.6558343,50.7190687
2470.9502,19.7651,-10.363,-10.329,0.06,2464.8008,11.8122,1,351.6573023,50.7185793
3409.657,77.0657,-8.809,-8.795,0.483,3386.2141,12.1653,1,351.6753706,50.7124235
1500.4189,-40.1525,-8.58,-8.521,0.699,1497.7119,12.7533,1,351.6386227,50.7249493
2757.8491,38.8593,-8.499,-8.472,0.125,2747.7629,13.2732,1,351.6628106,50.7166783
3072.4695,57.446,-7.087,-7.066,0.581,3056.6692,12.7647,1,351.6688721,50.7146229
3076.3879,57.6843,-8.283,-8.262,0.127,3060.5081,12.7661,1,351.6689476,50.7145972
3336.9808,73.9449,-7.831,-7.816,0.625,3315.3252,13.348,1,351.6739598,50.7128836
3373.769,75.9085,-6.573,-6.559,0.415,3351.2192,13.1197,1,351.6746704,50.7126459
3683.5104,94.1811,-8.607,-8.599,0.136,3652.7607,12.9911,1,351.6806372,50.7106221
1001.3972,-70.7484,-8.24,-8.167,0.449,993.6243,14.4553,1,351.6290142,50.7282208
2423.8013,18.8247,-9.576,-9.541,0.055,2418.1995,13.7233,1,351.656377,50.7188641
2831.3605,43.978,-6.342,-6.316,0.559,2820.0696,13.8915,1,351.6642198,50.7161884
899.0178,-77.4148,-8.475,-8.398,0.653,889.5541,14.535,1,351.6270463,50.7288968
909.8135,-75.9166,-11.946,-11.87,0.031,900.5403,15.3068,1,351.6272466,50.7288155
