X,Y,m,M,q,x,y,k,r,d
328.9834,-124.2236,-8.622,-9.174,0.105,305.9859,6.2095,1,351.6648998,50.7255105
2767.5695,31.7151,-7.17,-7.792,0.447,2757.5723,5.9084,1,351.6802868,50.6931922
3087.6574,51.6866,-10.034,-10.663,0.503,3071.7607,6.4383,1,351.6823151,50.6889524
3702.0579,87.1929,-8.629,-9.269,0.688,3670.9749,5.3232,1,351.686265,50.6808277
1146.7523,-69.2814,-6.829,-7.408,0.316,1141.2207,6.7227,1,351.670008,50.7146601
1704.2456,-33.2703,-6.403,-6.999,0.521,1702.4269,6.9316,1,351.6735185,50.7072701
1947.6989,-17.5288,-6.868,-7.469,0.421,1945.6715,7.3102,1,351.6750509,50.7040427
2156.4966,-4.3658,-7.129,-7.736,0.304,2153.4614,7.4079,1,351.6763718,50.7012764
3357.1796,68.762,-7.723,-8.357,0.569,3335.2524,7.3001,1,351.6840173,50.6853811
3516.2932,77.9207,-7.332,-7.968,0.177,3490.3513,6.993,1,351.685041,50.6832772
3534.255,79.4109,-7.039,-7.677,0.28,3507.8452,7.4027,1,351.6851472,50.6830375
65.0485,-140.4464,-6.871,-7.414,0.278,33.0169,8.0688,1,351.6632198,50.7290051
431.4579,-115.0867,-7.729,-8.285,0.633,411.503,8.3657,1,351.665494,50.72414
2853.3848,39.2284,-6.937,-7.561,0.302,2841.9539,8.1316,1,351.6807865,50.6920451
2981.4648,46.8611,-6.868,-7.494,0.268,2967.6902,7.9931,1,351.6816054,50.6903503
3320.6755,67.2005,-6.664,-7.297,0.344,3299.635,7.9005,1,351.6837715,50.6858612
3402.3518,71.6859,-8.688,-9.323,0.605,3379.3228,7.5219,1,351.6843014,50.6847822
3220.7302,62.7803,-9.01,-9.641,0.386,3202.009,9.4216,1,351.6831012,50.6871763
3865.4102,100.4485,-7.786,-8.429,0.688,3829.5332,8.8343,1,351.687237,50.6786491
4134.7879,116.3682,-9.15,-9.798,0.685,4090.2781,8.9937,1,351.6889611,50.6750852
324.5399,-120.6595,-6.703,-7.256,0.278,301.3979,10.027,1,351.6647931,50.7255508
1462.0859,-45.9709,-8.064,-8.652,0.139,1459.4247,9.6135,1,351.6719336,50.7104659
1534.9748,-40.7586,-9.092,-9.683,0.555,1532.701,10.1458,1,351.6723823,50.7094973
1793.2942,-24.554,-6.848,-7.446,0.373,1791.5284,9.9513,1,351.6740186,50.7060753
2935.5057,46.5786,-6.217,-6.842,0.566,2922.6123,10.4251,1,351.6812614,50.6909466
3232.753,63.7774,-7.025,-7.656,0.378,3213.7664,9.6882,1,351.6831723,50.6870158
3243.5653,64.5079,-7.527,-8.158,0.566,3224.3362,9.7672,1,351.6832396,50.6868724
3670.3278,89.8358,-7.481,-8.121,0.533,3640.2063,9.6911,1,351.6859696,50.6812257
4044.9932,111.7791,-5.949,-6.596,0.669,4003.4646,9.6186,1,351.6883718,50.6762698
170.6173,-130.2802,-6.85,-7.397,0.41,142.4085,10.926,1,351.6638166,50.7275896
1936.738,-13.9935,-8.967,-9.569,0.604,1934.7612,11.434,1,351.6748951,50.7041676
2751.5619,35.6934,-10.518,-11.139,0.425,2741.853,10.7218,1,351.6800836,50.6933803
3131.0278,59.4208,-6.712,-7.341,0.327,3114.2737,11.4005,1,351.6824871,50.6883537
3804.6261,99.1643,-6.868,-7.51,0.425,3770.6052,11.0495,1,351.6868008,50.6794422
4033.9707,112.4053,-8.203,-8.849,0.114,3992.8198,10.8451,1,351.6882751,50.6764094
1036.4858,-71.4507,-6.231,-6.807,0.654,1029.491,11.6557,1,351.6692122,50.7160979
3041.4621,54.6879,-6.765,-7.392,0.405,3026.5515,12.059,1,351.6819021,50.6895359
3974.0729,110.1866,-7.331,-7.976,0.219,3934.8562,12.0864,1,351.6878648,50.6771955
996.0572,-72.1877,-6.692,-7.267,0.495,988.4603,13.5367,1,351.6689193,50.7166248
1662.6597,-29.1989,-7.364,-7.958,0.236,1660.7993,13.4896,1,351.6731186,50.7077887
1927.6543,-13.2164,-6.737,-7.338,0.363,1925.7081,12.7506,1,351.6748101,50.7042814
4105.0209,118.338,-7.186,-7.834,0.272,4061.5552,12.5689,1,351.6886944,50.675461
2378.6139,15.9198,-7.398,-8.011,0.272,2373.7507,13.7599,1,351.6776485,50.6983034
2390.0604,16.5657,-5.371,-5.984,0.674,2385.0808,13.7,1,351.6777224,50.6981521
2401.9815,17.4451,-6.876,-7.489,0.286,2396.8809,13.8393,1,351.6777952,50.6979935
2874.1035,46.4378,-6.376,-7.0,0.547,2862.3535,13.9091,1,351.6807969,50.6917422
2964.7968,51.4484,-6.56,-7.186,0.543,2951.3835,13.4257,1,351.6813848,50.690544
784.7578,-84.4199,-7.215,-7.783,0.251,773.4198,15.228,1,351.6675594,50.7194189
2463.777,22.915,-7.698,-8.312,0.196,2458.001,15.4536,1,351.6781539,50.6971672
2782.5524,41.4458,-6.758,-7.379,0.35,2772.3726,14.473,1,351.680202,50.6929514
1110.2209,-62.5058,-10.115,-10.693,0.053,1104.2408,15.7059,1,351.6695911,50.7151003
2361.234,17.5543,-8.248,-8.86,0.573,2356.5618,16.3973,1,351.6774827,50.6985205
3076.2572,60.6309,-6.628,-7.256,0.397,3060.6733,15.7808,1,351.6820455,50.6890569
3690.7472,97.3138,-6.628,-7.268,0.576,3660.1096,15.755,1,351.6859722,50.6809253
601.0321,-94.2286,-6.965,-7.527,0.45,585.5688,17.6558,1,351.6663598,50.7218444
